created_at,query,result_count,standards_referenced,no_strong_match,cached
2026-07-17 19:01:08,church,2,"[""LP-16-22"",""RP-41-20+E1""]",0,0
2026-07-17 19:01:04,church,27,"[""LP-16-22"",""RP-29-25"",""RP-41-20+E1"",""RP-28-25""]",0,0
2026-07-17 19:00:34,church,27,"[""LP-16-22"",""RP-29-25"",""RP-41-20+E1"",""RP-28-25""]",0,0
2026-07-17 19:00:20,airport,19,"[""RP-37-25"",""RP-8-25+E1"",""RP-8-25+E2""]",0,0
2026-07-17 19:00:05,museum,6,"[""RP-30-25"",""RP-4-20+E1"",""RP-9-23"",""RP-7-21+E1""]",0,0
2026-07-17 18:59:59,museu,4,"[""RP-30-25""]",1,0
2026-07-17 18:59:19,social area,18,"[""RP-11-26"",""RP-10-20+E2"",""RP-9-23"",""RP-28-25""]",0,0
2026-07-17 18:58:45,figure skating,28,"[""RP-6-24""]",0,0
2026-07-17 18:54:11,Provide a list of references in IES standards related to human vision,30,"[""LS-7-20"",""LP-8-20"",""LS-2-20"",""LP-7-20"",""LM-83-23"",""LP-12-21"",""LP-13-21"",""LS-5-25"",""RP-31-20"",""RP-36-24"",""G-1-22"",""LP-10-20"",""LP-11-20"",""LP-16-22"",""LP-30-26"",""LP-6-25"",""LP-9-25"",""LS-1"",""LS-8-25"",""RP-28-25"",""RP-30-25"",""RP-41-20+E1"",""RP-8-25+E1"",""RP-8-25+E2"",""RP-9-23"",""RP-1-24"",""RP-10-20+E2"",""RP-27-20+E1"",""RP-3-20+E1"",""RP-4-20+E1""]",0,0
2026-07-17 18:53:00,What are considerations for lighting parking garages?,8,"[""G-1-22"",""RP-8-25+E1"",""RP-11-26"",""RP-8-25+E2"",""RP-28-25"",""RP-47-23""]",0,0
2026-07-17 18:52:48,What are considerations for lighting parking garages?,8,"[""G-1-22"",""RP-8-25+E1"",""RP-11-26"",""RP-8-25+E2"",""RP-28-25"",""RP-47-23""]",0,0
2026-07-17 18:50:30,parking garage structure,24,"[""RP-8-25+E2"",""RP-11-26"",""RP-8-25+E1"",""G-1-22"",""RP-37-25""]",0,0
2026-07-17 18:40:03,vision science,11,"[""LS-7-20"",""LS-8-25"",""LS-5-25"",""TM-18-18"",""LS-2-20"",""RP-46-25"",""RP-8-25+E1"",""RP-8-25+E2"",""TM-39-25"",""TM-40-24"",""RP-7-21+E1""]",0,0
2026-07-17 18:40:01,vision science,11,"[""LS-7-20"",""LS-8-25"",""LS-5-25"",""TM-18-18"",""LS-2-20"",""RP-46-25"",""RP-8-25+E1"",""RP-8-25+E2"",""TM-39-25"",""TM-40-24"",""RP-7-21+E1""]",0,0
2026-07-17 18:39:31,what is ls-8,13,"[""RP-8-25+E1"",""RP-8-25+E2"",""G-1-22"",""LP-4-20"",""LS-8-25"",""LM-83-23"",""LP-6-25"",""LP-9-25"",""LS-4-20"",""RP-27-20+E1"",""RP-36-24"",""TM-33-23"",""TM-41-24""]",1,0
2026-07-17 18:31:42,What’s new in the latest version of RP-8?,7,"[""TM-30-24"",""RP-10-20+E2"",""RP-11-26"",""RP-6-24"",""TM-33-23""]",1,0
2026-07-17 18:31:27,What’s new in the latest version of RP-8?,7,"[""TM-30-24"",""RP-10-20+E2"",""RP-11-26"",""RP-6-24"",""TM-33-23""]",1,0
2026-07-17 18:14:29,offices,30,"[""RP-10-20+E2"",""RP-1-24"",""RP-29-25"",""RP-9-23"",""RP-7-21+E1"",""RP-8-25+E2""]",0,0
2026-07-13 19:36:51,what's new in rp-8-25,5,"[""RP-8-25+E2"",""RP-30-25"",""RP-37-25"",""RP-8-22"",""RP-8-21""]",0,0
2026-07-13 19:33:57,pathway,19,"[""RP-11-26"",""RP-4-20+E1"",""RP-46-25"",""RP-8-25+E1"",""RP-8-25+E2"",""RP-9-23"",""RP-28-25"",""RP-47-23"",""TM-18-18""]",1,0
2026-07-13 19:33:46,pathway,19,"[""RP-11-26"",""RP-4-20+E1"",""RP-46-25"",""RP-8-25+E1"",""RP-8-25+E2"",""RP-9-23"",""RP-28-25"",""RP-47-23"",""TM-18-18""]",1,1
2026-07-13 19:33:37,pathway,19,"[""RP-11-26"",""RP-4-20+E1"",""RP-46-25"",""RP-8-25+E1"",""RP-8-25+E2"",""RP-9-23"",""RP-28-25"",""RP-47-23"",""TM-18-18""]",1,0
2026-07-13 19:27:03,circadian,5,"[""RP-29-25"",""RP-46-25"",""LP-3-20+E1"",""RP-45-21"",""TM-18-18""]",0,0
2026-07-13 18:49:05,transition and circulation space,30,"[""RP-10-20+E2"",""RP-9-23"",""RP-29-25"",""RP-2-20+E1""]",0,0
2026-07-13 18:48:44,audience,25,"[""RP-3-20+E1"",""RP-9-23"",""RP-41-20+E1"",""RP-10-20+E2"",""LP-1-24""]",0,0
2026-07-13 18:41:44,building entrances,30,"[""RP-7-21+E1"",""RP-4-20+E1"",""RP-29-25"",""RP-10-20+E2"",""RP-9-23"",""RP-1-24"",""RP-11-26"",""RP-28-25""]",0,0
2026-07-13 18:37:11,fitting room,23,"[""RP-2-20+E1"",""RP-11-26"",""RP-9-23"",""RP-41-20+E1"",""RP-29-25"",""RP-7-21+E1"",""RP-10-20+E2"",""RP-38-17""]",0,0
2026-07-13 15:09:18,Drop-Off / Pick-Up (curbside),30,"[""RP-8-25+E2"",""RP-43-25"",""RP-7-21+E1"",""RP-2-20+E1""]",0,0
2026-07-13 14:30:06,how do I light a museum?,7,"[""RP-30-25"",""RP-9-23"",""RP-28-25"",""RP-4-20+E1""]",0,0
2026-07-13 13:30:56,what is a list of references in standards for color science?,18,"[""LS-1"",""LS-2-20"",""LP-30-26"",""LS-5-25"",""RP-30-25"",""RP-8-25+E1"",""RP-8-25+E2"",""TM-30-24"",""G-1-22"",""LP-7-20"",""RP-27-20+E1"",""RP-36-24"",""RP-9-23"",""TM-18-18"",""TM-24-20"",""TM-27-20+E1"",""TM-40-24"",""TM-33-23""]",0,0
2026-07-13 13:26:17,what is an ies file?,30,"[""LM-63-19"",""TM-27-20+E1"",""G-1-22"",""LM-83-23"",""LP-1-24"",""LP-30-26"",""LP-6-25"",""LP-9-25"",""LS-2-20"",""LS-5-25"",""LS-8-25"",""RP-1-24"",""RP-11-26"",""RP-28-25"",""LP-8-20"",""RP-30-25"",""RP-42-26"",""RP-43-25"",""LP-16-22"",""LS-3-20"",""LS-4-20"",""RP-46-25"",""TM-25-20"",""RP-27.1-22"",""RP-37-25"",""RP-40-19"",""RP-47-23"",""RP-8-25+E1"",""RP-8-25+E2"",""RP-9-23""]",0,0
2026-07-13 13:25:52,what is an ies file?,30,"[""LM-63-19"",""TM-27-20+E1"",""G-1-22"",""LM-83-23"",""LP-1-24"",""LP-30-26"",""LP-6-25"",""LP-9-25"",""LS-2-20"",""LS-5-25"",""LS-8-25"",""RP-1-24"",""RP-11-26"",""RP-28-25"",""LP-8-20"",""RP-30-25"",""RP-42-26"",""RP-43-25"",""LP-16-22"",""LS-3-20"",""LS-4-20"",""RP-46-25"",""TM-25-20"",""RP-27.1-22"",""RP-37-25"",""RP-40-19"",""RP-47-23"",""RP-8-25+E1"",""RP-8-25+E2"",""RP-9-23""]",0,0
2026-07-13 12:56:25,how do you light a parking lot,12,"[""G-1-22"",""RP-8-25+E1"",""RP-8-25+E2"",""RP-11-26""]",0,0
2026-07-13 12:54:44,how bright should an office be?,27,"[""RP-1-24"",""RP-11-26"",""RP-10-20+E2"",""RP-29-25"",""LP-1-24"",""RP-9-23"",""RP-7-21+E1"",""RP-2-20+E1""]",0,0
2026-07-10 23:45:20,what changed in DG-17?,2,"[""LM-83-23"",""DG-17-05""]",0,0
2026-07-10 23:44:02,what changed in RP-20?,10,"[""LS-4-20"",""RP-1-24"",""RP-2-20+E1"",""RP-30-25"",""RP-4-20+E1"",""RP-42-26"",""RP-8-25+E1"",""RP-8-25+E2"",""TM-25-20"",""RP-20-14""]",0,0
2026-07-10 23:43:58,what is new in RP-8?,4,"[""RP-8-25+E2"",""TM-30-24"",""RP-8-22"",""RP-8-21""]",0,0
2026-07-10 23:43:57,what changed in RP-1?,3,"[""RP-1-20"",""RP-1-22"",""RP-1-12""]",0,0
2026-07-10 23:43:49,what changed in DG-17?,2,"[""LM-83-23"",""DG-17-05""]",0,0
2026-07-10 23:43:46,what is new in RP-6?,3,"[""RP-6-20"",""RP-6-22"",""RP-6-15""]",0,0
2026-07-10 22:52:43,what is new in RP-6?,3,"[""RP-6-20"",""RP-6-22"",""RP-6-15""]",0,0
2026-07-10 22:51:56,what is new in RP-8?,4,"[""RP-8-25+E2"",""TM-30-24"",""RP-8-22"",""RP-8-21""]",0,0
2026-07-10 22:51:55,what changed in RP-1?,3,"[""RP-1-20"",""RP-1-22"",""RP-1-12""]",0,0
2026-07-10 22:51:47,what changed in DG-17?,2,"[""LM-83-23"",""DG-17-05""]",0,0
2026-07-10 22:51:44,what is new in RP-6?,0,[],1,0
2026-07-10 22:51:11,spa and wellness lighting,30,"[""RP-29-25"",""RP-9-23""]",0,0
2026-07-10 22:51:05,what is new in RP-8?,4,"[""RP-8-25+E2"",""TM-30-24"",""RP-8-22"",""RP-8-21""]",0,0
2026-07-10 22:50:13,what is new in RP-6?,0,[],1,0
2026-07-10 22:48:18,what changed in RP-1?,0,[],1,0
2026-07-10 22:48:11,RP-8-25+E2,0,[],1,0
2026-07-10 22:48:05,what changed in DG-17?,1,"[""LM-83-23""]",1,0
2026-07-10 22:48:04,what is new in RP-6?,0,[],1,0
2026-07-10 22:47:16,what is new in RP-8?,4,"[""RP-8-25+E2"",""TM-30-24"",""RP-8-22"",""RP-8-21""]",0,0
2026-07-10 22:46:36,what changed in RP-1?,0,[],1,0
2026-07-10 22:46:34,what changed in DG-17?,1,"[""LM-83-23""]",1,0
2026-07-10 22:46:33,what is new in RP-6?,0,[],1,0
2026-07-10 22:46:32,what is new in RP-8?,4,"[""RP-8-25+E2"",""TM-30-24"",""RP-8-22"",""RP-8-21""]",0,0
2026-07-10 22:43:50,what is new in RP-6?,0,[],1,0
2026-07-10 22:43:48,what changed in DG-17?,1,"[""LM-83-23""]",1,0
2026-07-10 22:41:32,what is new in RP-8?,4,"[""RP-8-25+E2"",""TM-30-24"",""RP-8-22"",""RP-8-21""]",0,1
2026-07-10 22:41:31,what is new in RP-8?,4,"[""RP-8-25+E2"",""TM-30-24"",""RP-8-22"",""RP-8-21""]",0,0
2026-07-10 21:49:57,what is new in RP-8?,4,"[""RP-8-25+E2"",""TM-30-24"",""RP-8-22"",""RP-8-21""]",0,1
2026-07-10 21:49:31,what is new in RP-8?,4,"[""RP-8-25+E2"",""TM-30-24"",""RP-8-22"",""RP-8-21""]",0,0
2026-07-10 21:49:18,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,1
2026-07-10 21:48:37,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,0
2026-07-10 21:46:55,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,0
2026-07-10 21:45:04,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,0
2026-07-10 21:44:50,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,0
2026-07-10 21:44:00,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,0
2026-07-10 21:43:19,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,0
2026-07-10 21:40:01,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,1
2026-07-10 21:38:45,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,0
2026-07-10 21:33:37,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,0
2026-07-10 21:32:58,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,1
2026-07-10 21:32:45,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,1
2026-07-10 21:32:31,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,1
2026-07-10 21:32:21,what is new in RP-8?,2,"[""RP-8-25+E2"",""TM-30-24""]",1,0
2026-07-10 20:42:44,where do I find guidance for lighting office desks?,14,"[""LP-1-24"",""LP-9-25"",""RP-1-24"",""RP-9-23"",""RP-28-25"",""RP-4-20+E1"",""RP-11-26"",""RP-2-20+E1"",""RP-10-20+E2"",""RP-3-20+E1""]",0,0
2026-07-10 20:41:41,where do I find guidance for lighting airport terminals?,9,"[""RP-40-19"",""LS-1"",""RP-8-25+E1"",""RP-8-25+E2"",""RP-37-25"",""G-1-22""]",0,0
2026-07-10 20:40:24,what's new in rp-6-25?,0,[],1,0
2026-07-10 20:40:17,what's new in rp-6-26?,0,[],1,0
2026-07-10 20:38:55,how should i light a walkway,30,"[""RP-2-20+E1"",""RP-43-25""]",0,0
2026-07-10 20:36:57,how should i light an office,13,"[""RP-1-24"",""RP-9-23"",""LP-1-24"",""LP-11-20"",""LP-8-20"",""LP-9-25"",""RP-11-26"",""RP-28-25"",""LP-10-20"",""LP-16-22"",""RP-2-20+E1"",""RP-4-20+E1""]",0,0
2026-07-09 19:17:08,how should i light an office,13,"[""RP-1-24"",""RP-9-23"",""LP-1-24"",""LP-11-20"",""LP-8-20"",""LP-9-25"",""RP-11-26"",""RP-28-25"",""LP-10-20"",""LP-16-22"",""RP-2-20+E1"",""RP-4-20+E1""]",0,0
2026-07-09 19:12:07,how should i light a drop-off zone?,6,"[""RP-8-25+E2"",""LP-1-24"",""LP-11-20"",""LP-16-22"",""RP-4-20+E1""]",0,0
2026-07-09 19:09:42,how should i light a drop-off zone?,30,"[""RP-43-25"",""LP-1-24""]",0,0
2026-07-09 19:08:53,how should i light a soccer field,27,"[""RP-6-24"",""RP-43-25"",""RP-37-25"",""TM-37-22""]",0,0
2026-07-09 03:55:09,how bright should a parking lot be,18,"[""RP-8-25+E2"",""G-1-22"",""RP-8-25+E1"",""RP-7-21+E1"",""RP-37-25""]",0,0
2026-07-09 03:52:37,how bright should a parking lot be,18,"[""RP-8-25+E2"",""G-1-22"",""RP-8-25+E1"",""RP-7-21+E1"",""RP-37-25""]",0,0
2026-07-09 03:30:12,building entrance drop off,30,"[""RP-28-25"",""RP-43-25""]",0,0
2026-07-09 03:30:12,church,2,"[""LP-16-22"",""RP-41-20+E1""]",0,0
2026-07-09 03:30:12,church,27,"[""LP-16-22"",""RP-29-25"",""RP-41-20+E1"",""RP-28-25""]",0,0
2026-07-09 03:30:11,church,27,"[""LP-16-22"",""RP-29-25"",""RP-41-20+E1"",""RP-28-25""]",0,0
2026-07-09 03:30:10,transition and circulation space,30,"[""RP-10-20+E2"",""RP-9-23"",""RP-29-25"",""RP-2-20+E1""]",0,0
2026-07-09 03:30:09,elevator,30,"[""RP-10-20+E2"",""RP-2-20+E1"",""RP-29-25"",""RP-28-25"",""RP-8-25+E2"",""RP-1-24""]",0,0
2026-07-09 03:30:08,figure skating,28,"[""RP-6-24""]",0,0
2026-07-09 03:30:08,social area,18,"[""RP-11-26"",""RP-10-20+E2"",""RP-9-23"",""RP-28-25""]",0,0
2026-07-09 03:30:07,museum,6,"[""RP-30-25"",""RP-4-20+E1"",""RP-9-23"",""RP-7-21+E1""]",0,0
2026-07-09 03:30:06,fitting room,23,"[""RP-2-20+E1"",""RP-11-26"",""RP-9-23"",""RP-41-20+E1"",""RP-29-25"",""RP-7-21+E1"",""RP-10-20+E2"",""RP-38-17""]",0,0
2026-07-09 03:26:09,social areas,17,"[""RP-11-26"",""RP-10-20+E2"",""RP-9-23"",""RP-8-25+E2"",""RP-29-25"",""RP-28-25""]",0,0
2026-07-09 03:26:08,social area,30,"[""RP-9-23"",""RP-10-20+E2"",""RP-3-20+E1"",""RP-28-25"",""RP-4-20+E1"",""RP-11-26"",""RP-29-25"",""RP-2-20+E1""]",0,1
2026-07-09 02:53:29,building entrance drop off,30,"[""RP-28-25"",""RP-43-25""]",0,0
2026-07-09 02:53:28,church,2,"[""LP-16-22"",""RP-41-20+E1""]",0,0
2026-07-09 02:53:28,church,27,"[""LP-16-22"",""RP-29-25"",""RP-41-20+E1"",""RP-28-25""]",0,0
2026-07-09 02:53:28,church,27,"[""LP-16-22"",""RP-29-25"",""RP-41-20+E1"",""RP-28-25""]",0,0
2026-07-09 02:53:27,transition and circulation space,30,"[""RP-10-20+E2"",""RP-9-23"",""RP-29-25"",""RP-2-20+E1""]",0,0
2026-07-09 02:53:26,elevator,30,"[""RP-10-20+E2"",""RP-2-20+E1"",""RP-29-25"",""RP-28-25"",""RP-8-25+E2"",""RP-1-24""]",0,0
2026-07-09 02:53:23,figure skating,28,"[""RP-6-24""]",0,0
2026-07-09 02:53:22,social area,30,"[""RP-9-23"",""RP-10-20+E2"",""RP-3-20+E1"",""RP-28-25"",""RP-4-20+E1"",""RP-11-26"",""RP-29-25"",""RP-2-20+E1""]",0,0
2026-07-09 02:53:22,museum,6,"[""RP-30-25"",""RP-4-20+E1"",""RP-9-23"",""RP-7-21+E1""]",0,0
2026-07-09 02:53:21,fitting room,23,"[""RP-2-20+E1"",""RP-11-26"",""RP-9-23"",""RP-41-20+E1"",""RP-29-25"",""RP-7-21+E1"",""RP-10-20+E2"",""RP-38-17""]",0,0
